site_id,lat,lon,state,region,n_cells,operators,radio_mix,in_electrified,dist_to_grid_km,grid_line_source,dist_to_road_km,slope_deg,terrain_distance_km,pvout_kwh_kwp_day,displaced_fraction,displaced_litres,avoided_tco2e,delivered_cost_per_litre_usd,annual_savings_usd,capex_usd,payback_years,population_served,facilities_served,ookla_avg_d_kbps,ookla_tests,ookla_devices,predicted_d_kbps,residual_kbps,confidence_tier,rank_carbon_per_1k,rank_payback,rank_people_per_tonne,rank_combined,top_factors
MY-00410,3.36563,109.98847,Sarawak,Sarawak,8,3,"GSM,UMTS",True,3.15,predicted,1.85,17.6,2.58,4.148,0.662,8611.0,22.65,1.154,9935.0,43804.0,4.41,282,0,2503.0,27,11,9457.0,-6954.0,thin,0.517,4.41,12.5,41.2,pvout:+0.17|dist_road:+0.15|population:-0.06|slope:+0.06
MY-00411,4.03176,111.93899,Sarawak,Sarawak,1,3,"GSM,LTE",False,16.35,predicted,21.85,7.4,25.44,3.733,0.642,8342.0,21.94,2.962,24709.0,59810.0,2.42,177,0,10343.0,27,5,9102.0,1242.0,thin,0.3668,2.42,8.1,35.5,pvout:+0.19|dist_road:+0.12|population:+0.16|slope:-0.03
MY-00412,6.20415,104.41066,Pahang,Peninsular,5,3,GSM,True,4.72,predicted,5.56,4.9,6.17,3.882,0.649,8438.0,22.19,1.438,12133.0,46318.0,3.82,12403,1,13019.0,26,8,11831.0,1188.0,thin,0.4791,3.82,558.9,66.1,pvout:+0.30|dist_road:+0.30|population:-0.15|slope:-0.25
MY-00413,6.36886,116.7802,Sabah,Sabah,2,3,"GSM,UMTS",False,15.28,osm,24.34,9.0,29.21,4.249,0.667,8677.0,22.82,3.26,28285.0,62446.0,2.21,595,0,,0,0,,,unknown,0.3654,2.21,26.1,46.6,pvout:+0.07|dist_road:+0.26|population:+0.27|slope:-0.13
MY-00414,5.78528,101.95122,Terengganu,Peninsular,7,2,LTE,False,9.88,osm,4.87,3.6,5.25,3.569,0.633,8235.0,21.66,1.366,11245.0,45678.0,4.06,5081,3,,0,0,,,unknown,0.4741,4.06,234.6,59.9,pvout:+0.32|dist_road:+0.27|population:+0.29|slope:-0.09
MY-00415,6.48666,104.00443,Kelantan,Peninsular,5,1,"GSM,LTE",False,7.38,predicted,0.78,4.1,0.86,4.441,0.677,8802.0,23.15,1.018,8957.0,42599.0,4.76,1502,1,15912.0,25,6,11369.0,4543.0,thin,0.5434,4.76,64.9,57.0,pvout:+0.11|dist_road:+0.28|population:+0.21|slope:-0.00
MY-00416,5.27396,101.98269,Terengganu,Peninsular,8,3,LTE,False,7.64,osm,7.9,0.0,7.9,3.498,0.63,8189.0,21.54,1.575,12898.0,47532.0,3.69,1669,1,19026.0,22,7,11383.0,7643.0,strong,0.4531,3.69,77.5,52.7,pvout:+0.35|dist_road:+0.16|population:+0.15|slope:-0.16
MY-00417,6.92049,118.62704,Sabah,Sabah,3,1,GSM,False,8.45,predicted,10.67,9.0,12.79,3.796,0.645,8383.0,22.05,1.962,16446.0,50956.0,3.1,582,0,,0,0,,,unknown,0.4327,3.1,26.4,44.7,pvout:+0.21|dist_road:+0.12|population:-0.12|slope:-0.24
MY-00418,5.37627,99.98959,Perak,Peninsular,2,1,"GSM,LTE",False,11.57,predicted,6.03,1.3,6.2,3.615,0.636,8265.0,21.74,1.44,11903.0,46339.0,3.89,6042,1,19672.0,30,7,11862.0,7810.0,thin,0.4691,3.89,278.0,61.3,pvout:+0.28|dist_road:+0.31|population:-0.04|slope:-0.10
MY-00420,2.06771,110.06561,Sarawak,Sarawak,2,2,"GSM,UMTS",False,16.9,predicted,28.8,7.1,33.37,3.749,0.642,8352.0,21.97,3.589,29977.0,65360.0,2.18,209,0,,0,0,,,unknown,0.3361,2.18,9.5,36.9,pvout:+0.05|dist_road:+0.17|population:-0.06|slope:-0.05
MY-00421,5.36547,103.64663,Terengganu,Peninsular,3,1,"GSM,LTE",True,3.22,predicted,2.37,5.8,2.68,3.75,0.642,8352.0,21.97,1.162,9702.0,43873.0,4.52,10122,5,3176.0,34,16,11852.0,-8676.0,thin,0.5007,4.52,460.8,63.7,pvout:+0.37|dist_road:+0.20|population:+0.14|slope:-0.00
MY-00422,3.89916,102.81128,Kedah,Peninsular,3,2,GSM,False,10.34,predicted,3.99,1.3,4.1,3.789,0.644,8378.0,22.03,1.274,10676.0,44871.0,4.2,1490,1,4248.0,29,6,11442.0,-7194.0,thin,0.491,4.2,67.6,53.9,pvout:+0.10|dist_road:+0.15|population:-0.14|slope:-0.10
MY-00423,3.77355,103.45243,Perak,Peninsular,2,3,"GSM,LTE",False,25.46,predicted,5.32,1.9,5.55,3.929,0.651,8469.0,22.27,1.389,11761.0,45884.0,3.9,1267,0,,0,0,,,unknown,0.4854,3.9,56.9,54.6,pvout:+0.36|dist_road:+0.19|population:+0.03|slope:-0.18
MY-00424,4.12898,111.12383,Sarawak,Sarawak,2,2,GSM,False,4.91,predicted,4.17,4.3,4.56,3.801,0.645,8386.0,22.06,1.311,10994.0,45195.0,4.11,35,0,,0,0,,,unknown,0.488,4.11,1.6,32.3,pvout:+0.16|dist_road:+0.33|population:-0.05|slope:+0.01
MY-00425,7.14902,118.23331,Sabah,Sabah,6,3,"GSM,LTE",False,15.87,osm,16.97,6.3,19.37,3.86,0.648,8424.0,22.16,2.482,20907.0,55558.0,2.66,1135,0,,0,0,,,unknown,0.3988,2.66,51.2,52.1,pvout:+0.06|dist_road:+0.09|population:-0.04|slope:+0.07
MY-00426,2.64918,101.75522,Pahang,Peninsular,7,2,LTE,False,9.66,predicted,9.84,2.2,10.32,2.9,0.6,7800.0,20.51,1.766,13779.0,49227.0,3.57,2210,1,7975.0,26,8,11184.0,-3209.0,thin,0.4167,3.57,107.7,52.3,pvout:+0.13|dist_road:+0.27|population:-0.12|slope:-0.04
MY-00427,4.08846,119.25263,Sabah,Sabah,4,2,GSM,False,13.99,predicted,9.59,8.2,11.33,3.917,0.651,8461.0,22.25,1.846,15620.0,49931.0,3.2,665,0,,0,0,,,unknown,0.4457,3.2,29.9,46.9,pvout:+0.26|dist_road:+0.24|population:-0.06|slope:-0.19
MY-00429,6.84308,118.67105,Sabah,Sabah,2,1,"GSM,LTE",False,11.91,predicted,10.74,4.9,11.92,4.212,0.666,8653.0,22.76,1.893,16375.0,50343.0,3.07,338,0,,0,0,,,unknown,0.452,3.07,14.9,42.9,pvout:+0.36|dist_road:+0.22|population:-0.09|slope:-0.11
MY-00430,4.26092,117.57663,Sabah,Sabah,6,3,"GSM,LTE",False,4.62,predicted,13.65,15.5,18.36,4.293,0.67,8705.0,22.89,2.402,20909.0,54850.0,2.62,415,0,,0,0,,,unknown,0.4174,2.62,18.1,45.3,pvout:+0.07|dist_road:+0.19|population:+0.01|slope:-0.20
MY-00431,4.66174,117.76974,Sabah,Sabah,7,2,GSM,False,16.46,predicted,11.18,4.5,12.3,3.844,0.647,8413.0,22.13,1.922,16174.0,50607.0,3.13,956,0,21509.0,30,13,10590.0,10919.0,thin,0.4372,3.13,43.2,49.9,pvout:+0.21|dist_road:+0.24|population:+0.26|slope:-0.00
MY-00433,4.01324,116.64849,Sabah,Sabah,4,2,LTE,False,19.69,osm,23.73,10.4,29.22,3.57,0.633,8235.0,21.66,3.261,26853.0,62452.0,2.33,477,0,,0,0,,,unknown,0.3468,2.33,22.0,42.1,pvout:+0.23|dist_road:+0.28|population:-0.06|slope:-0.02
MY-00435,2.7406,102.72911,Johor,Peninsular,8,2,"GSM,LTE",False,6.82,osm,4.47,9.3,5.39,3.728,0.641,8338.0,21.93,1.377,11479.0,45776.0,3.99,1846,0,5099.0,30,7,10772.0,-5673.0,strong,0.4791,3.99,84.2,55.8,pvout:+0.05|dist_road:+0.07|population:+0.11|slope:-0.18
MY-00436,4.447,101.36883,Terengganu,Peninsular,8,2,"GSM,UMTS",False,14.16,osm,3.87,2.9,4.12,3.545,0.632,8219.0,21.62,1.276,10486.0,44884.0,4.28,1206,0,6677.0,33,8,11220.0,-4543.0,strong,0.4816,4.28,55.8,48.5,pvout:+0.29|dist_road:+0.24|population:-0.17|slope:-0.11
MY-00437,4.70957,110.81197,Sarawak,Sarawak,2,3,LTE,False,10.53,predicted,3.25,8.5,3.86,3.844,0.647,8414.0,22.13,1.256,10564.0,44705.0,4.23,733,0,,0,0,,,unknown,0.495,4.23,33.1,46.8,pvout:+0.26|dist_road:+0.26|population:+0.21|slope:-0.13
MY-00438,4.92212,110.74908,Sarawak,Sarawak,4,3,GSM,False,24.35,osm,3.81,6.5,4.37,4.32,0.671,8723.0,22.94,1.295,11299.0,45056.0,3.99,154,0,,0,0,,,unknown,0.5092,3.99,6.7,41.2,pvout:+0.34|dist_road:+0.16|population:-0.20|slope:-0.04
MY-00439,1.07362,112.92712,Sarawak,Sarawak,8,3,GSM,False,19.55,predicted,22.65,13.5,29.43,3.954,0.653,8485.0,22.32,3.278,27814.0,62604.0,2.25,759,0,7060.0,22,4,9062.0,-2002.0,thin,0.3565,2.25,34.0,48.2,pvout:+0.13|dist_road:+0.09|population:-0.07|slope:+0.04
MY-00440,5.51387,117.98589,Sabah,Sabah,6,3,"GSM,LTE",False,5.41,osm,4.99,4.0,5.43,4.349,0.672,8742.0,22.99,1.379,12059.0,45801.0,3.8,128,1,15168.0,20,8,10215.0,4953.0,strong,0.502,3.8,5.6,41.4,pvout:+0.37|dist_road:+0.34|population:-0.05|slope:-0.09
MY-00442,2.72424,112.48839,Sarawak,Sarawak,8,3,"GSM,LTE",False,11.85,predicted,10.4,3.2,11.15,4.214,0.666,8654.0,22.76,1.832,15851.0,49802.0,3.14,79,0,,0,0,,,unknown,0.457,3.14,3.5,37.1,pvout:+0.33|dist_road:+0.15|population:-0.01|slope:-0.17
MY-00443,2.53805,102.9249,Terengganu,Peninsular,1,3,GSM,False,13.68,osm,10.23,8.3,12.11,3.704,0.64,8323.0,21.89,1.908,15876.0,50476.0,3.18,1677,0,4434.0,38,14,10516.0,-6082.0,strong,0.4337,3.18,76.6,55.5,pvout:+0.25|dist_road:+0.25|population:-0.04|slope:-0.24
MY-00444,5.64349,104.31082,Perak,Peninsular,5,2,GSM,False,6.06,osm,7.31,1.2,7.49,3.968,0.653,8494.0,22.34,1.543,13103.0,47245.0,3.61,9992,5,13563.0,34,7,11994.0,1568.0,strong,0.4728,3.61,447.3,67.4,pvout:+0.31|dist_road:+0.23|population:-0.09|slope:-0.14
MY-00445,3.14265,112.96654,Sarawak,Sarawak,5,1,"GSM,LTE",False,12.23,osm,8.99,8.7,10.72,3.965,0.653,8492.0,22.33,1.798,15266.0,49503.0,3.24,535,0,,0,0,,,unknown,0.4512,3.24,24.0,45.5,pvout:+0.38|dist_road:+0.24|population:+0.10|slope:-0.03
MY-00446,5.13682,118.35862,Sabah,Sabah,3,1,GSM,False,9.6,osm,25.74,5.5,28.88,4.098,0.66,8579.0,22.56,3.234,27743.0,62215.0,2.24,1145,0,14459.0,31,13,9767.0,4691.0,strong,0.3627,2.24,50.7,53.2,pvout:+0.38|dist_road:+0.15|population:-0.06|slope:-0.12
MY-00447,1.50165,111.78506,Sarawak,Sarawak,6,3,"GSM,LTE",False,10.65,predicted,7.34,10.3,9.01,3.975,0.654,8499.0,22.35,1.662,14128.0,48304.0,3.42,6325,2,,0,0,,,unknown,0.4627,3.42,283.0,66.2,pvout:+0.33|dist_road:+0.09|population:-0.10|slope:-0.17
MY-00448,5.87496,101.48038,Johor,Peninsular,1,3,"GSM,LTE",False,12.13,osm,8.03,3.8,8.7,3.678,0.639,8306.0,21.84,1.638,13606.0,48090.0,3.53,2993,0,14464.0,26,9,11260.0,3204.0,strong,0.4542,3.53,137.0,59.6,pvout:+0.27|dist_road:+0.24|population:-0.01|slope:-0.15
MY-00449,2.27877,114.39522,Sarawak,Sarawak,4,1,GSM,False,11.03,predicted,1.77,9.9,2.16,4.164,0.663,8622.0,22.67,1.121,9662.0,43511.0,4.5,279,0,,0,0,,,unknown,0.5211,4.5,12.3,40.8,pvout:+0.31|dist_road:+0.06|population:+0.17|slope:-0.18
MY-00451,4.56438,119.29274,Sabah,Sabah,4,2,LTE,False,7.05,predicted,10.34,1.2,10.62,3.725,0.641,8336.0,21.92,1.79,14921.0,49434.0,3.31,602,0,,0,0,,,unknown,0.4435,3.31,27.5,44.9,pvout:+0.37|dist_road:+0.17|population:+0.12|slope:-0.21
MY-00452,4.94935,110.40377,Sarawak,Sarawak,5,1,LTE,False,7.12,predicted,4.74,1.9,4.94,3.349,0.622,8092.0,21.28,1.341,10852.0,45461.0,4.19,319,0,13733.0,35,10,10759.0,2974.0,thin,0.4681,4.19,15.0,32.5,pvout:+0.14|dist_road:+0.26|population:+0.08|slope:+0.02
MY-00453,1.43904,103.59819,Perak,Peninsular,8,2,GSM,False,6.81,osm,4.35,0.9,4.44,4.05,0.657,8547.0,22.48,1.301,11120.0,45107.0,4.06,1143,0,21223.0,26,6,11353.0,9870.0,strong,0.4984,4.06,50.8,54.5,pvout:+0.25|dist_road:+0.22|population:+0.23|slope:-0.10
MY-00455,5.54706,103.23555,Kelantan,Peninsular,6,1,LTE,False,13.49,osm,3.52,1.7,3.65,3.861,0.648,8424.0,22.16,1.239,10434.0,44554.0,4.27,5575,0,,0,0,,,unknown,0.4973,4.27,251.6,63.2,pvout:+0.36|dist_road:+0.16|population:-0.04|slope:+0.02
MY-00456,5.53371,117.2191,Sabah,Sabah,3,3,"GSM,LTE",False,9.55,osm,18.99,3.4,20.41,4.067,0.658,8558.0,22.51,2.564,21946.0,56287.0,2.56,115,0,9270.0,30,8,9458.0,-189.0,strong,0.3999,2.56,5.1,36.0,pvout:+0.05|dist_road:+0.10|population:-0.16|slope:-0.07
MY-00457,0.96654,112.08468,Sarawak,Sarawak,8,3,GSM,False,15.93,predicted,8.75,5.6,9.84,3.763,0.643,8361.0,21.99,1.728,14449.0,48887.0,3.38,265,0,,0,0,,,unknown,0.4498,3.38,12.1,37.7,pvout:+0.27|dist_road:+0.05|population:-0.12|slope:-0.14
MY-00458,5.36806,115.45135,Sabah,Sabah,8,2,GSM,False,6.35,predicted,19.58,2.7,20.77,3.819,0.646,8398.0,22.09,2.593,21774.0,56541.0,2.6,378,0,,0,0,,,unknown,0.3906,2.6,17.1,40.7,pvout:+0.15|dist_road:+0.08|population:-0.11|slope:+0.05
MY-00459,2.75528,113.60062,Sarawak,Sarawak,7,1,"GSM,LTE",False,14.98,predicted,17.98,2.9,19.15,3.87,0.648,8430.0,22.17,2.465,20777.0,55405.0,2.67,1095,1,16995.0,25,12,10407.0,6588.0,thin,0.4002,2.67,49.4,51.4,pvout:+0.30|dist_road:+0.14|population:-0.07|slope:-0.22
MY-00460,4.35488,114.63577,Sarawak,Sarawak,7,1,LTE,False,9.87,predicted,13.45,4.7,14.85,4.341,0.672,8737.0,22.98,2.125,18563.0,52398.0,2.82,1887,1,5461.0,25,11,10704.0,-5243.0,thin,0.4385,2.82,82.1,60.9,pvout:+0.17|dist_road:+0.17|population:+0.25|slope:+0.01
MY-00462,6.61005,117.64302,Sabah,Sabah,7,2,LTE,False,12.27,predicted,15.36,3.9,16.7,3.529,0.631,8209.0,21.59,2.271,18642.0,53691.0,2.88,377,0,,0,0,,,unknown,0.4021,2.88,17.5,38.3,pvout:+0.22|dist_road:+0.09|population:+0.13|slope:+0.08
MY-00464,2.228,111.74352,Sarawak,Sarawak,6,1,"GSM,LTE",True,3.87,predicted,32.56,6.0,36.88,3.942,0.652,8477.0,22.29,3.867,32781.0,67819.0,2.07,1084,0,,0,0,,,unknown,0.3287,2.07,48.6,51.9,pvout:+0.08|dist_road:+0.30|population:-0.11|slope:-0.00
MY-00465,2.86717,112.89292,Sarawak,Sarawak,6,2,GSM,False,17.46,osm,22.45,2.4,23.68,3.561,0.633,8230.0,21.64,2.823,23229.0,58574.0,2.52,304,0,,0,0,,,unknown,0.3695,2.52,14.0,37.1,pvout:+0.11|dist_road:+0.23|population:-0.08|slope:-0.06
MY-00466,4.90999,110.00101,Sarawak,Sarawak,4,3,GSM,False,12.7,osm,22.78,4.2,24.93,3.431,0.627,8145.0,21.42,2.921,23796.0,59449.0,2.5,522,0,11712.0,30,11,9744.0,1968.0,strong,0.3603,2.5,24.4,41.2,pvout:+0.26|dist_road:+0.24|population:+0.14|slope:-0.23
MY-00467,7.03664,115.688,Sabah,Sabah,8,1,GSM,False,8.8,predicted,41.8,3.1,44.71,4.091,0.66,8574.0,22.55,4.486,38459.0,73294.0,1.91,397,1,7174.0,35,8,8694.0,-1520.0,thin,0.3077,1.91,17.6,41.9,pvout:+0.30|dist_road:+0.10|population:+0.14|slope:-0.21
MY-00468,5.42655,103.27698,Pahang,Peninsular,6,3,LTE,False,3.76,osm,6.55,5.3,7.31,4.105,0.66,8583.0,22.57,1.528,13118.0,47119.0,3.59,145,0,,0,0,,,unknown,0.4791,3.59,6.4,39.0,pvout:+0.22|dist_road:+0.17|population:+0.28|slope:-0.03
MY-00470,2.00166,100.32954,Pahang,Peninsular,6,2,"GSM,LTE",False,4.57,osm,7.11,1.4,7.34,3.988,0.654,8507.0,22.37,1.53,13019.0,47137.0,3.62,1665,2,7183.0,36,15,11299.0,-4115.0,strong,0.4747,3.62,74.4,58.7,pvout:+0.08|dist_road:+0.26|population:-0.10|slope:-0.15
MY-00471,1.43678,110.001,Sarawak,Sarawak,1,1,"GSM,LTE",False,22.29,predicted,4.92,5.2,5.49,3.956,0.653,8487.0,22.32,1.384,11748.0,45844.0,3.9,2145,1,,0,0,,,unknown,0.4869,3.9,96.1,60.6,pvout:+0.18|dist_road:+0.28|population:+0.27|slope:+0.07
MY-00472,3.42833,100.6532,Kelantan,Peninsular,8,1,"GSM,UMTS",False,4.42,osm,3.67,4.2,4.01,4.081,0.659,8567.0,22.53,1.267,10859.0,44810.0,4.13,2009,0,,0,0,,,unknown,0.5028,4.13,89.2,60.9,pvout:+0.11|dist_road:+0.07|population:+0.21|slope:-0.15
MY-00473,6.59277,102.70876,Johor,Peninsular,5,3,"GSM,LTE",False,6.68,predicted,3.48,3.5,3.75,4.081,0.659,8568.0,22.53,1.247,10681.0,44626.0,4.18,569,0,17421.0,32,8,10906.0,6515.0,thin,0.5049,4.18,25.3,47.2,pvout:+0.25|dist_road:+0.34|population:-0.11|slope:-0.12
MY-00474,2.40147,103.2869,Johor,Peninsular,8,2,GSM,True,4.58,osm,6.94,3.8,7.52,3.118,0.611,7942.0,20.89,1.545,12270.0,47266.0,3.85,1543,0,400.0,34,8,11070.0,-10670.0,strong,0.4419,3.85,73.9,47.9,pvout:+0.35|dist_road:+0.24|population:+0.27|slope:-0.03
MY-00476,3.59856,101.00842,Pahang,Peninsular,2,2,"GSM,LTE",False,9.05,osm,5.41,8.1,6.38,4.055,0.658,8551.0,22.49,1.455,12441.0,46469.0,3.74,595,0,5666.0,26,6,10405.0,-4740.0,strong,0.484,3.74,26.5,47.7,pvout:+0.16|dist_road:+0.29|population:+0.18|slope:+0.08
MY-00477,1.11206,113.82171,Sarawak,Sarawak,8,1,LTE,False,15.25,osm,23.79,3.3,25.56,3.777,0.644,8370.0,22.01,2.971,24869.0,59890.0,2.41,1136,0,,0,0,,,unknown,0.3676,2.41,51.6,52.1,pvout:+0.22|dist_road:+0.20|population:-0.04|slope:-0.16
MY-00478,4.77621,111.27075,Sarawak,Sarawak,6,3,"GSM,LTE",False,9.9,predicted,21.77,3.3,23.35,3.911,0.651,8457.0,22.24,2.797,23651.0,58345.0,2.47,469,0,,0,0,,,unknown,0.3812,2.47,21.1,42.9,pvout:+0.40|dist_road:+0.34|population:+0.06|slope:+0.08
MY-00479,4.62228,100.23148,Kedah,Peninsular,6,2,LTE,False,6.82,osm,4.51,0.8,4.6,4.125,0.661,8596.0,22.61,1.314,11294.0,45220.0,4.0,5026,0,22272.0,20,8,11914.0,10358.0,strong,0.5,4.0,222.3,66.6,pvout:+0.17|dist_road:+0.30|population:+0.12|slope:+0.00
MY-00480,6.25108,104.28902,Johor,Peninsular,4,1,"GSM,UMTS",False,4.02,osm,2.99,2.4,3.15,3.924,0.651,8466.0,22.27,1.199,10152.0,44206.0,4.35,279,0,11406.0,33,10,10758.0,648.0,strong,0.5037,4.35,12.5,39.1,pvout:+0.30|dist_road:+0.24|population:+0.23|slope:-0.11
MY-00481,6.50027,100.44123,Kelantan,Peninsular,5,3,GSM,False,6.95,osm,8.41,6.0,9.53,4.352,0.673,8744.0,23.0,1.704,14898.0,48672.0,3.27,1567,0,7109.0,22,9,10791.0,-3682.0,strong,0.4725,3.27,68.1,61.8,pvout:+0.35|dist_road:+0.11|population:-0.10|slope:+0.00
MY-00482,1.98982,113.79772,Sarawak,Sarawak,5,1,"GSM,UMTS",False,9.68,predicted,20.97,6.9,24.19,4.238,0.667,8670.0,22.8,2.863,24820.0,58930.0,2.37,374,0,,0,0,,,unknown,0.3869,2.37,16.4,43.5,pvout:+0.31|dist_road:+0.32|population:-0.06|slope:-0.23
MY-00483,1.76213,100.6488,Terengganu,Peninsular,2,3,"LTE,NR",False,5.88,predicted,0.3,2.6,0.32,3.864,0.648,8427.0,22.16,0.975,8217.0,42222.0,5.14,5197,1,12469.0,40,18,12003.0,466.0,thin,0.5249,5.14,234.5,63.4,pvout:+0.23|dist_road:+0.31|population:+0.29|slope:+0.05
MY-00484,2.11759,101.09838,Perak,Peninsular,5,1,GSM,False,8.49,predicted,4.06,4.7,4.49,3.841,0.647,8411.0,22.12,1.305,10975.0,45140.0,4.11,3915,3,12420.0,30,8,11496.0,924.0,thin,0.4901,4.11,177.0,62.0,pvout:+0.22|dist_road:+0.31|population:-0.09|slope:+0.07
MY-00485,5.51184,102.24108,Johor,Peninsular,5,1,GSM,False,7.93,predicted,5.5,5.9,6.22,3.045,0.607,7894.0,20.76,1.442,11383.0,46354.0,4.07,3798,0,13578.0,30,6,11297.0,2282.0,thin,0.4479,4.07,182.9,52.2,pvout:+0.25|dist_road:+0.17|population:+0.09|slope:+0.02
MY-00486,2.96666,109.98511,Sarawak,Sarawak,3,1,LTE,False,16.34,predicted,21.01,9.9,25.64,3.802,0.645,8386.0,22.06,2.977,24970.0,59945.0,2.4,2811,2,,0,0,,,unknown,0.3679,2.4,127.4,60.5,pvout:+0.13|dist_road:+0.08|population:+0.17|slope:+0.08
MY-00487,2.80729,103.93756,Kedah,Peninsular,3,2,LTE,True,3.33,osm,7.73,0.4,7.8,3.494,0.63,8186.0,21.53,1.567,12829.0,47463.0,3.7,1382,1,4123.0,33,8,11285.0,-7161.0,strong,0.4536,3.7,64.2,50.8,pvout:+0.27|dist_road:+0.09|population:+0.12|slope:-0.21
MY-00488,1.27188,114.60278,Sarawak,Sarawak,7,2,GSM,True,4.93,predicted,16.56,9.5,20.04,3.966,0.653,8493.0,22.34,2.535,21532.0,56031.0,2.6,2287,2,8406.0,29,9,10175.0,-1769.0,thin,0.3987,2.6,102.4,60.5,pvout:+0.16|dist_road:+0.06|population:+0.04|slope:-0.14
MY-00489,2.63699,114.44608,Sarawak,Sarawak,6,1,LTE,True,4.14,predicted,19.27,7.7,22.58,3.946,0.652,8480.0,22.3,2.736,23197.0,57804.0,2.49,211,2,,0,0,,,unknown,0.3858,2.49,9.5,37.2,pvout:+0.08|dist_road:+0.14|population:+0.12|slope:-0.15
MY-00490,4.71343,110.11579,Sarawak,Sarawak,4,1,"GSM,LTE",False,18.18,predicted,14.58,2.8,15.49,4.109,0.66,8586.0,22.58,2.175,18673.0,52842.0,2.83,204,0,6485.0,23,10,9968.0,-3483.0,thin,0.4273,2.83,9.0,38.6,pvout:+0.10|dist_road:+0.21|population:+0.18|slope:+0.04
MY-00492,4.88165,109.92648,Sarawak,Sarawak,2,2,"GSM,LTE",False,18.45,predicted,11.65,12.1,14.77,3.892,0.65,8445.0,22.21,2.118,17888.0,52340.0,2.93,133,0,,0,0,,,unknown,0.4243,2.93,6.0,35.1,pvout:+0.22|dist_road:+0.26|population:+0.22|slope:-0.01
MY-00494,6.21873,116.20354,Sabah,Sabah,5,1,GSM,False,10.33,predicted,13.69,10.4,16.85,3.97,0.653,8495.0,22.34,2.283,19392.0,53796.0,2.77,666,0,,0,0,,,unknown,0.4153,2.77,29.8,47.2,pvout:+0.23|dist_road:+0.07|population:-0.05|slope:-0.14
MY-00497,2.96864,110.96128,Sarawak,Sarawak,5,1,"GSM,LTE",False,15.3,predicted,14.51,5.4,16.26,3.788,0.644,8377.0,22.03,2.236,18732.0,53383.0,2.85,636,0,16574.0,20,5,10166.0,6409.0,thin,0.4127,2.85,28.9,45.5,pvout:+0.19|dist_road:+0.34|population:-0.10|slope:-0.06
MY-00498,1.98159,100.54087,Kelantan,Peninsular,8,1,"GSM,LTE",False,6.35,osm,4.16,3.4,4.47,4.078,0.659,8565.0,22.53,1.304,11166.0,45130.0,4.04,3325,0,21062.0,23,5,11546.0,9516.0,strong,0.4992,4.04,147.6,64.4,pvout:+0.40|dist_road:+0.24|population:-0.10|slope:+0.09
MY-00499,4.42408,112.77999,Sarawak,Sarawak,4,3,"GSM,LTE",False,14.49,predicted,11.78,4.4,12.92,3.616,0.636,8265.0,21.74,1.972,16299.0,51046.0,3.13,310,0,,0,0,,,unknown,0.4258,3.13,14.3,37.8,pvout:+0.17|dist_road:+0.06|population:+0.02|slope:-0.17
MY-00500,2.73783,112.07222,Sarawak,Sarawak,8,3,LTE,False,11.62,osm,18.39,7.2,21.34,3.811,0.646,8392.0,22.07,2.638,22136.0,56939.0,2.57,297,0,,0,0,,,unknown,0.3876,2.57,13.5,38.7,pvout:+0.34|dist_road:+0.12|population:+0.21|slope:-0.24
MY-00501,4.423,116.548,Sabah,Sabah,7,3,"GSM,LTE",False,6.49,predicted,4.29,5.0,4.77,3.852,0.648,8419.0,22.14,1.327,11171.0,45337.0,4.06,967,2,13307.0,35,10,10926.0,2381.0,thin,0.4884,4.06,43.7,50.2,pvout:+0.38|dist_road:+0.06|population:+0.27|slope:-0.22
MY-00502,5.00433,118.19722,Sabah,Sabah,6,2,"GSM,LTE",False,16.98,osm,0.65,22.3,0.98,3.766,0.643,8363.0,21.99,1.027,8590.0,42683.0,4.97,584,0,,0,0,,,unknown,0.5153,4.97,26.6,44.7,pvout:+0.36|dist_road:+0.30|population:+0.10|slope:-0.24
MY-00503,2.0459,114.21405,Sarawak,Sarawak,8,3,GSM,False,4.42,osm,10.87,4.1,11.86,4.143,0.662,8608.0,22.64,1.888,16254.0,50304.0,3.09,400,0,16939.0,21,8,10309.0,6630.0,strong,0.4501,3.09,17.7,43.8,pvout:+0.27|dist_road:+0.24|population:+0.08|slope:-0.03
MY-00504,4.40745,112.43561,Sarawak,Sarawak,4,3,"LTE,NR",False,13.43,osm,20.88,2.9,22.21,4.092,0.66,8575.0,22.55,2.707,23212.0,57550.0,2.48,554,0,11622.0,17,8,9994.0,1628.0,strong,0.3919,2.48,24.6,46.2,pvout:+0.39|dist_road:+0.35|population:+0.06|slope:-0.22
MY-00505,7.10528,115.95361,Sabah,Sabah,7,3,"GSM,LTE",False,22.34,predicted,29.19,10.0,35.7,4.25,0.667,8677.0,22.82,3.773,32743.0,66989.0,2.05,2964,1,,0,0,,,unknown,0.3407,2.05,129.9,62.3,pvout:+0.10|dist_road:+0.27|population:+0.29|slope:-0.10
MY-00506,5.72915,101.41688,Perak,Peninsular,2,2,"GSM,UMTS",False,13.08,osm,7.35,2.3,7.72,3.801,0.645,8385.0,22.05,1.56,13085.0,47403.0,3.62,1283,1,13502.0,23,5,11111.0,2391.0,strong,0.4652,3.62,58.2,53.4,pvout:+0.08|dist_road:+0.16|population:-0.01|slope:+0.10
